,URL,Availability,Inventory_State,Brand_Link,Name,Brand_Name,Reference,SKU_number,Price,Views,Warranty,Guarentee,Shipping,SKU:,Reference Number:,Box:,Papers:,Year:,Manufactured In:,Style:,Gender:,Case Size:,Case Material:,Dial Color:,Hours Markers:,Caseback:,Case Shape:,Water Resistance:,Movement:,Complications:,Strap/Bracelet Material:,Band Color:,Buckle Type:,Bracelet Length:,Warranty:
22,https://www.thewatchbox.com//sg/en/shop/4632568.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/watches/watches-around-the-world/,Explorer II 16570,Rolex,REF 16570 BLK IX OYS,,,38.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4632568.0,16570 BLK IX OYS,No,No,1991,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Dot,Solid,Round,100m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,6.9,
23,https://www.thewatchbox.com//sg/en/shop/4638193.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Air-King 114200,Rolex,REF 114200 SLV BLU IN ARB OYS,SKU#4638193,6988.0,39.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4638193.0,114200 SLV BLU IN ARB OYS,No,No,,Switzerland,"Casual, Dress",Mens,34mm,Stainless steel,Silver,"Arabic numerals, index",Solid,Round,100m,Automatic,Time-Only,Stainless steel,Silver,Folding Buckle,"7.25""",
24,https://www.thewatchbox.com//sg/en/shop/4648663.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,Rolex,REF 16610 BLK OYS,SKU#4648663,14915.0,38.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4648663.0,16610 BLK OYS,No,No,2006-2007,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Dot/index,Solid,Round,300m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,"""",
25,https://www.thewatchbox.com//sg/en/shop/4701116.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"GMT-Master II ""Coke"" 16710",Rolex,REF 16710 COKE OYS,SKU#4701116,19580.0,44.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4701116.0,16710 COKE OYS,No,No,2005,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,"Dot, index",Solid,Round,100m,Automatic,Calendar,Stainless steel,Silver,Folding Buckle,,
26,https://www.thewatchbox.com//sg/en/shop/4654612.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,Rolex,REF 16610 BLK OYS,SKU#4654612,14915.0,50.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4654612.0,16610 BLK OYS,No,Yes,2004,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Dot/index,Solid,Round,300m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,"7.25""",
27,https://www.thewatchbox.com//sg/en/shop/4553426.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Submariner Date ""Hulk"" 116610LV",Rolex,REF 116610LV-0002,SKU#4553426,33998.0,47.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4553426.0,116610LV-0002,No,Yes,2013,Switzerland,"Casual, Sport",Mens,40mm,Stainless steel,Green,Dot,Solid,Round,300m,Automatic,Calendar,Stainless steel,Silver,Folding Buckle,"7.5""",
28,https://www.thewatchbox.com//sg/en/shop/4664595.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116618LB,Rolex,REF 116618LB-0003,SKU#4664595,50058.0,41.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4664595.0,116618LB-0003,No,Yes,2012,Switzerland,Casual,Mens,40mm,Yellow Gold,Blue,Dot,Solid,Round,300m,Mechanical(Automatic),Date,Yellow gold,Yellow gold,Folding Buckle,"8""",
29,https://www.thewatchbox.com//sg/en/shop/4708434.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16613LN,Rolex,REF 16613 BLK IX OYS,SKU#4708434,17118.0,46.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4708434.0,16613 BLK IX OYS,No,Yes,1999,Switzerland,Casual,Men's,40mm,Stainless Steel,Black,Index,Solid,Round,300m,Mechanical (Automatic),Date,Two-tone: Yellow/Stainless,Two tone: yellow/silver,Folding Buckle,"8""",
30,https://www.thewatchbox.com//sg/en/shop/4587341.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,"Daytona Cosmograph ""Rainbow""",Rolex,REF 116599RBOW,SKU#4587341,623106.0,35.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4587341.0,116599RBOW,Yes,No,2013,Switzerland,Dress,Mens,40mm,White gold,Black,Diamond,Solid,Round,100m,Automatic,Chronograph,White gold,Silver,Folding buckle,6.9,
31,https://www.thewatchbox.com//sg/en/shop/4620639.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/staff-picks/,Daytona Cosmograph 116588SACO,Rolex,REF 116588SACO-0004,SKU#4620639,477587.0,108.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4620639.0,116588SACO-0004,Yes,No,2019,Switzerland,"Casual, Dress, Sport",Mens,40mm,Yellow Gold,Black,Diamond,Solid,Round,100m,Automatic,Chronograph,Rubber,Black,Deployant buckle,,
32,https://www.thewatchbox.com//sg/en/shop/4647541.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,Rolex,REF 16610 BLK OYS,SKU#4647541,14969.0,56.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4647541.0,16610 BLK OYS,No,No,2008,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless Steel,Black,"Dot, Index",Solid,Round,300m,Automatic,Date,Stainless Steel,Silver,Folding Buckle,"7.25""",
33,https://www.thewatchbox.com//sg/en/shop/4748273.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Daytona Cosmograph 116505,Rolex,REF 116505-0017,SKU#4748273,97178.0,62.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4748273.0,116505-0017,Yes,Yes,2021,Switzerland,"Casual, Dress, Sport",Mens,40mm,Rose Gold,Pink,Diamond,Solid,Round,100m,Automatic,Chronograph,Rose Gold,Rose Gold,Folding Buckle,,
34,https://www.thewatchbox.com//sg/en/shop/4553442.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer II 16570,Rolex,REF 16570 BLK IX OYS,SKU#4553442,11275.0,28.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4553442.0,16570 BLK IX OYS,No,No,2003,Switzerland,"Casual, Sport",Mens,40mm,Stainless Steel,Black,"Dot, Index",Solid,Round,100m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,"8""",
35,https://www.thewatchbox.com//sg/en/shop/4652632.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116613LB,Rolex,REF 116613LB-0005,SKU#4652632,22766.0,25.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4652632.0,116613LB-0005,Yes,Yes,2008-2009,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Blue,Dot/index,Solid,Round,300m,Automatic,Date,Two-tone: Yellow/Stainless,Two tone: yellow/silver,Folding buckle,"8.25""",
36,https://www.thewatchbox.com//sg/en/shop/4660577.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/anything-but-ordinary/,Daytona Cosmograph 116598RBOW,Rolex,REF 116598RBOW-0001,SKU#4660577,585997.0,29.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4660577.0,116598RBOW-0001,No,No,2013,Switzerland,"Casual, Dress, Sport",Mens,40mm,Yellow gold,Black,Diamond,Solid,Round,100m,Automatic,Chronograph,Yellow gold,Yellow gold,Folding Buckle,"5 "" Needs to add 6 more links",
37,https://www.thewatchbox.com//sg/en/shop/4610101.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner No Date 114060,Rolex,REF 114060-0002,SKU#4610101,16578.0,42.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4610101.0,114060-0002,No,Yes,2014,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless Steel,Black,"Dot, Index",Solid,Round,300m,Automatic,Time-Only,Stainless Steel,Silver,Folding Buckle,,
38,https://www.thewatchbox.com//sg/en/shop/4707626.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner 16613,Rolex,REF 16613 CHP SER OYS,SKU#4707626,16978.0,37.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4707626.0,16613 CHP SER OYS,No,No,1999,Switzerland,"Casual, Sport",Mens,40mm,Stainless steel,Champagne,"Diamond, gems",Solid,Round,100m,Automatic,Date,Two-tone: Yellow/Stainless,Two tone: yellow/silver,Folding Buckle,7.0,
39,https://www.thewatchbox.com//sg/en/shop/4716023.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner 16803,Rolex,REF 16803 BLU IX OYS,SKU#4716023,17896.0,41.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4716023.0,16803 BLU IX OYS,No,No,1988,Switzerland,Casual,Men's,40mm,Stainless Steel,Blue,Dot,Solid,Round,300m,Mechanical(Automatic),Date,Stainless Steel,Silver,Folding Buckle,"8.25""",
40,https://www.thewatchbox.com//sg/en/shop/4682522.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Sea-Dweller Deepsea ""Deep Blue"" 116660",Rolex,REF 116660-0003,SKU#4682522,21362.0,108.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4682522.0,116660-0003,No,Yes,2016,Switzerland,"Casual, Sport",Mens,44mm,Stainless steel,"Blue, Black",Dot/index,Solid,Round,3900m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,"8""",
41,https://www.thewatchbox.com//sg/en/shop/4628608.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Sea-Dweller 4000 16600,Rolex,REF 16600 BLK IX OYS,SKU#4628608,13360.0,65.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4628608.0,16600 BLK IX OYS,No,No,1993,Switzerland,"Casual, Sport",Mens,40mm,Stainless steel,Black,"Dot, Index",Solid,Round,1200m,Automatic,Date,Stainless steel,Silver,Folding Buckle,"7.5""",
42,https://www.thewatchbox.com//sg/en/shop/4718623.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,"Sea-Dweller Deepsea ""Deep Blue"" 116660",Rolex,REF 116660-0003,SKU#4718623,21190.0,,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4718623.0,116660-0003,No,Yes,2016,Switzerland,"Casual, Sport",Mens,44mm,Stainless Steel,"Black, Blue","Dot, Index",Solid,Round,3900m,Automatic,Date,Stainless Steel,Silver,Folding Buckle,"7"" 1 link",
43,https://www.thewatchbox.com//sg/en/shop/4757407.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner 126613LB,Rolex,REF 126613LB-0002,SKU#4757407,27562.0,25.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4757407.0,126613LB-0002,Yes,Yes,2022,Switzerland,"Casual, Dress, Sport",Mens,41mm,Stainless Steel,Blue,"Dot, Index",Solid,Round,300m,Automatic,Date,Two-Tone: Yellow/Stainless,Two tone: yellow/silver,Folding Buckle,"7.75"" 1 Link",
44,https://www.thewatchbox.com//sg/en/shop/4731568.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Oyster Perpetual 114200,Rolex,REF 114200-0020,SKU#4731568,11880.0,59.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4731568.0,114200-0020,No,No,,Switzerland,Casual,Mens,34mm,Stainless steel,Purple,Index,Solid,Round,100m,Automatic,Time-Only,Stainless steel,Silver,Folding buckle,"7.25""",
45,https://www.thewatchbox.com//sg/en/shop/4700621.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16610,Rolex,REF 16610 BLK OYS,,,,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4700621.0,16610 BLK OYS,No,Yes,2006-2007,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Dot/index,Solid,Round,300m,Mechanical(Automatic),Date,Stainless steel,Silver,Folding buckle,,
46,https://www.thewatchbox.com//sg/en/shop/4676953.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 16618,Rolex,REF 16618 BLU DOT OYS,SKU#4676953,55382.0,,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4676953.0,16618 BLU DOT OYS,No,No,1993,Switzerland,"Casual, Dress, Sport",Mens,40mm,Yellow Gold,Blue,Dot,Solid,Round,300m,Automatic,Date,Yellow gold,Yellow gold,Folding Buckle,"7.5""",
47,https://www.thewatchbox.com//sg/en/shop/4687075.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116613LN,Rolex,REF 116613LN-0003,SKU#4687075,25618.0,51.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4687075.0,116613LN-0003,No,No,2015,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Diamond,Solid,Round,300m,Automatic,Date,Two-tone: Yellow/Stainless,Two tone: yellow/silver,Folding buckle,"7.5""",
48,https://www.thewatchbox.com//sg/en/shop/4521993.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/colorful-dial-dw/,Daytona Cosmograph,Rolex,REF 11659912SA PV DB,SKU#4521993,172195.0,45.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4521993.0,11659912SA PV DB,No,No,2008-2009,Switzerland,"Dress, Sport",Mens,40mm,White gold,Diamond,Arabic,Solid,Round,100m,Automatic,Chronograph,Alligator,Blue,Deployant buckle,,
49,https://www.thewatchbox.com//sg/en/shop/4712618.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Submariner Date 116613,Rolex,REF 116613LN-0003,SKU#4712618,27011.0,59.0,2-Year WatchBox Warranty,Authenticated Collector Quality,Free Expedited Shipping,4712618.0,116613LN-0003,Yes,Yes,2014,Switzerland,"Casual, Dress, Sport",Mens,40mm,Stainless steel,Black,Diamond,Solid,Round,300m,Automatic,Date,Two-tone: Yellow/Stainless,Two tone: yellow/silver,Folding buckle,"8.5""",
